platform,store_id,product_id,canonical_asin,attached_product_ids,product_name,product_url,review_id,review_type,author,title,content,rating,helpful_votes,verified,published_at,collected_at,variant,review_country,tags,size_verdict,theme_ids,ontology_version,analysis_version
amazon,,B0DHV87RK4,B0DHV87RK4,B0DHV87RK4,"CLOSEMATE Mens Winter Thermal Crew Socks | Thick Merino wool socks with cushioned comfort, moisture wicking & arch support for hiking, outdoor, work & winter,3 Pairs",https://www.amazon.com/dp/B0DG91Q1HS,R12F5F5D0VK9AW,review,SW,It is a gift,These look just like what my son-in-law was looking for for Christmas. They are very nice. Am sure he will like them.,5,1,t,2024-12-09T00:00:00Z,2026-08-11T12:47:36Z,size=12-15; color=1black 1darkgrey 1lightgrey,the United States,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B08K8NJ9JK,B08K8NJ9JK,B08K8NJ9JK,CLOSEMATE Mens No Show Socks Thin Cotton Non Slip High Elasticity 6 Pairs,https://www.amazon.com/dp/B07VC34JNK,R12F5PAX8DGBZO,review,Jim B.,Small and tight.,These are small and tight.,2,,t,2025-08-15T00:00:00Z,2026-08-26T15:46:40Z,size=12-15; color=6white,the United States,tight; small,,2;3,unsup_v1,v1
amazon,,B0DRFBVJ2H,B0DRFBVJ2H,B0DRFBVJ2H,CLOSEMATE Womens Comfortable Seamless Bras No Underwire V Neck Buttery Soft Push Up Wireless Bralettes for Tshirt,https://www.amazon.com/dp/B0DK79CPXL,R12FK3M25KB32E,review,Cupcake,"Good compromise between support and comfort, too stiff to sleep in.","Closemate Womens Comfortable Seamless Bras No Underwire Push Up Bra Soft Wireless Bralettes V Neck Full Coverage Tshirt Bra I got this bra for myself and found it to be to0 rigid for me, but my busty daughter is happy with it. I was hoping for something with more stretch like the True bras. The support in this one comes from a stiff underbust band that reminds me of belt facing (probably only meaningful if you sew). I'm not a big bra wearer and have a smaller bust, so I typically prioritize comfort over everything; but if you actually need more support, this one is a good compromise. The straps and cups are very comfy, but the non-stretch band just felt too oppressive for me. My daughter, on the other hand, likes the bra. She requires more support and mainly favors sports bras. This bra offers solid wireless support/shaping for those who need more support. She did say it was too stiff to sleep in (she typically sleeps in a lightweight sports bra), but likes the fit and look for everyday wear. The coverage is good and the color is a pretty pale pink.",4,,,2025-02-18T00:00:00Z,2026-08-12T04:39:32Z,,the United States,comfortable; soft; comfort; comfy; fit,,0;3,unsup_v1,v1
amazon,,B0D3X849H9,B0D3X849H9,B0D3X849H9,"CLOSEMATE Mens Thermal Winter Crew Socks for Boots Thick Warm 5 Pairs | Soft cushioned boot socks with cozy comfort for hiking, work &outdoor",https://www.amazon.com/dp/B0CH9V5755,R12H453O1QPPQU,review,Alejandro Bonilla,Te mantienen caliente,Super calientes me encantan,5,,t,2025-11-17T00:00:00Z,2026-08-11T11:45:25Z,size=9-11; color=3black 1dark Grey 1light Grey,the United States,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B0CF53N193,B0CF53N193,B0CF53N193,"CLOSEMATE Mens Ankle Athletic Socks Cushioned Anti-Blister Low cut 6 pairs | Soft combed cotton socks, padded soles & arch support for running daily wear",https://www.amazon.com/dp/B09W34TYZ5,R12IXJDDQC2202,review,Vicky Frey,Large enough for size 13-14 shoe,Nice and thick,5,,t,2024-11-14T00:00:00Z,2026-08-11T23:35:35Z,size=12-15; color=6 Black,the United States,size; large,,1;2,unsup_v1,v1
amazon,,B0H2DKHXHW,B0H2DKHXHW,B0H2DKHXHW,"CLOSEMATE Mens Running Socks Cushioned Ankle Socks Low Cut Athletic 6 Pairs | Running socks with terry cushioning, breathable, arch support & heel tab for golf,gym & daily wear",https://www.amazon.com/dp/B0GGGYD4BS,R12JOQJXDM51MF,review,CAROL HARMON,socks for neurophothy,they are so comfortable and they really help with his neuropothy.,5,,t,2026-06-03T00:00:00Z,2026-08-11T11:45:19Z,size=9.5-12; color=6 White; number_of_items=6,the United States,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B0G2XX1W3Q,B0G2XX1W3Q,B0G2XX1W3Q,"CLOSEMATE 6 Pairs Athletic Ankle Socks for Women Soft Cotton Cushioned | Breathable non slip design with soft comfort for running, gym, sneakers & daily wear",https://www.amazon.com/dp/B0F6CPDJLT,R12L92VC96FTTF,review,Lisa Youngblood,Not comfortable,Too tight for me. Cut off circulation.,1,,t,2025-08-18T00:00:00Z,2026-09-02T11:49:56Z,size=8-11; color=6white,the United States,,,,unsup_v1,v1
amazon,,B0D9XKMGQS,B0D9XYQJKV,B0D9XKMGQS,CLOSEMATE Mens Soccer Grip Socks Anti Slip Silicone Pads Cushioned Breathable for Football Training 3 Pairs,https://www.amazon.com/dp/B0D9XKMGQS,R12MJK1G3R8PLU,review,jkeen,Good grip sock for youth,Good price point for grip socks that will inevitably wear down.,5,,t,2026-08-23T00:00:00Z,2026-08-30T12:09:32Z,,the United States,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B08K8BLQZJ,B08K8BLQZJ,B08K8BLQZJ,CLOSEMATE 7 Pairs Ankle Athletic Running Socks for Men Women - Comfortable Cotton Cushioned and Anti-Blister,https://www.amazon.com/dp/B081QD3SRJ,R12QEMPQJHNVGF,review,CHE,Very small,I ordered men's shoe size 9-12 and I wear a ladies size 10 shoe. These socks are so tight I can't keep them on my feet because they scrunch my toes.,1,2,t,2021-07-24T00:00:00Z,2026-08-11T01:59:28Z,size=9-12; color=7grey,the United States,tight; size; wear,,0,unsup_v1,v1
amazon,,B0CBTY2V7Q,B0CBTY2V7Q,B0CBTY2V7Q,"CLOSEMATE 6 Pairs Mens Athletic Ankle Socks Cushioned Running Quarter Socks | Cotton socks with breathable mesh, terry cushion & secure fit for sports, sneakers& daily wear",https://www.amazon.com/dp/B0CBMKG56H,R12QJ0OX9SY165,review,Kathy Lansford,Run small,My son is a size 13 and these are quite tight on his feet. Nice and thick. Great product though.,4,,t,2024-12-13T00:00:00Z,2026-08-10T11:37:45Z,size=12-15; color=6white,the United States,tight; size; small; run; size 13; feet,偏小,1;2;3,unsup_v1,v1
amazon,,B09D745517,B09D745517,B09D745517,"CLOSEMATE 5/10 Pairs Ankle Socks for Men Women Cotton Non Slip Low Cut | Low Cut socks with soft breathable comfort and stretch fit for sneakers,casual shoes,work & daily wear",https://www.amazon.com/dp/B08FX5L8QX,R12T4D1V7L3H1E,review,Shucheng Zhang,Poor quality,One sock is broken at the fist use.,1,1,t,2024-11-28T00:00:00Z,2026-08-11T09:00:52Z,size=Large; color=5black5white,the United States,quality; poor quality,,0;2,unsup_v1,v1
amazon,,B09D745517,B09D745517,B09D745517,"CLOSEMATE 5/10 Pairs Ankle Socks for Men Women Cotton Non Slip Low Cut | Low Cut socks with soft breathable comfort and stretch fit for sneakers,casual shoes,work & daily wear",https://www.amazon.com/dp/B08FX5L8QX,R12T6NKRRHFH0B,review,kerry a. wiser,Too tight,For small feet only,1,1,t,2024-10-27T00:00:00Z,2026-08-11T09:00:52Z,size=Large; color=10white,the United States,feet,偏小,0,unsup_v1,v1
amazon,,B0CZ6HHY2J,B0CZ6HHY2J,B0CZ6HHY2J,"CLOSEMATE Mens Ultra-Low No Show Socks 6 Pairs | Low-cut invisible socks with breathable mesh, soft stretch cotton, non-slip grips and a stay put fit for loafers",https://www.amazon.com/dp/B0GTPVHXM2,R12VJU06EGOULO,review,Jason Dragon,Great Quality,"Made of 80% cotton, these Low Cut Non Slip Casual Short Socks are incredibly lightweight and kind to skin. Their breezy mesh design on the top enhances moisture wicking properties, making them perfect for both indoor and outdoor activities as well as casual everyday wear and workouts. guarantee that your socks remain up throughout the day and that your heel won't hurt from the soft gel. These socks do not slide into your shoes or slide off your feet. offer increased breathability. The toe and heel regions of the invisible socks have also been reinforced for increased durability and a longer lifespan.",5,,,2024-05-30T00:00:00Z,2026-09-03T11:03:53Z,size=6-9; color=3black3white,the United States,feet; quality,,0;1,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B0GGR52N97,B0GGR52N97,B0GGR52N97,"CLOSEMATE Men's No Show Socks Cotton Non Slip Heel Grip Low Cut 6 Pairs | Invisible design with mesh knit, seamless toe comfort for sneakers, casual shoes & daily wear",https://www.amazon.com/dp/B08DCY95YP,R12WFSZWCDT06F,review,Dario,"Great fit, comfortable socks","These are truly low cut and look great with sneakers. They fit very well. And the material seems to be good quality. Also not too thick or too thin, so great for all climates.",5,,t,2025-07-09T00:00:00Z,2026-08-11T03:09:02Z,size=6-9; color=6white,the United States,quality; good quality; comfortable; fit; comfortable socks,准确,1;2,unsup_v1,v1
amazon,,B08KT4XC6B,B08KT4XC6B,B08KT4XC6B,"CLOSEMATE Men's Athletic Crew Socks Cushioned Cotton 6 Pairs | Crew Socks with Breathable Moisture Wicking Comfort for Running, Hiking, Boots, Work & Daily Wear",https://www.amazon.com/dp/B08F3DPX69,R12WONTAC097JU,review,Paul Deegan,Fast and accurate = satisfaction and gratitude.,"Fast delivery, accurate content. Satisfied customer. Times three. Thanks, guys!",5,,t,2026-06-12T00:00:00Z,2026-08-11T01:44:28Z,size=9-12; color=6white,the United States,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B08K8NJ9JK,B08K8NJ9JK,B08K8NJ9JK,CLOSEMATE Mens No Show Socks Thin Cotton Non Slip High Elasticity 6 Pairs,https://www.amazon.com/dp/B07VC34JNK,RFX1L7M3L9443,review,Aren H.,Not For Me!!!,"I've been looking for ""quality"" no-show socks for a while that were also ""white"" since I've bought many before and they all ended up with holes in no time at all, I bought 3 top selling brands, Wander, ZeroPoker and Closemate and thought I'd help others before they pulled the trigger. (mind you I'm typically NOT an online apparel buying type-a-guy) but socks? What could go wrong? Well, a lot! But here are images and TRUE reviews. Wander: Probably my top choice for quality, it's thick and well made, isn't paper-thin (although some of you might be looking for that, which is fine) but Wander is and feels like a standard sock, it's no-show but has feel of a sock. Only gripe I have, it's not white-white but good enough. ZeroPoker: Top choice for whiteness, I mean they're pure white and the quality is great, not as thick as Wander and the feel is good, not great comparatively but you'll enjoy them for sure. My day to day because it's overall my top-pick. CloseMate: I've just got nothing for ya, sorry. Socks came stained from the black paper wrapping they're in, the sock is ULTRA thin, I feel stretching them twice to wear would demolition them (instant hole) and they're YELLOW!!! (IMAGE does no justice) I mean if you want thin and like that shade of yellow it's a great sock (I guess). I'll pass personally but gave 2 stars as some might like ultra thin and yellow.",2,8,t,2023-02-23T00:00:00Z,2026-08-26T15:46:40Z,size=7-10; color=6black,the United States,quality; wear,,0;1;2;4;5,unsup_v1,v1
