platform,store_id,product_id,canonical_asin,attached_product_ids,product_name,product_url,review_id,review_type,author,title,content,rating,helpful_votes,verified,published_at,collected_at,variant,review_country,tags,size_verdict,theme_ids,ontology_version,analysis_version
amazon,A3UITLIH0G45Q9,B0GGR52N97,B0GGR52N97,B0GGR52N97,"CLOSEMATE Men's No Show Socks Cotton Non Slip Heel Grip Low Cut 6 Pairs | Invisible design with mesh knit, seamless toe comfort for sneakers, casual shoes & daily wear",https://www.amazon.com/dp/B08DCY95YP,R21BOPCIPN2M84,review,Craig E.,"Comfortable, stay hidden but also stay on, very good material quality","Lately I've been wearing more and more low-cut shoes and my girlfriend (who makes sure I'm fashionable!) recommended I pick up some no-show socks. Given the chance to try out this set of white and grey no-show socks from Closemate, I figured it would be worth checking out. These socks are made of very good quality and feel like the stitching will stay in place even after a lot of usage. The white socks are a very clean, bright white color and the greys are a lighter grey which lends itself to both athletic and dress shoes. The silicone strips along the heel really do help to keep the socks in place. I have found they don't hold a 100% of the time, but from other no-show socks I've worn, I tend to find that is a given because of the small design. Overall, I'm quite happy with these socks and would definitely pick up another pack.",5.00,,,2024-08-31T00:00:00Z,2026-08-11T03:09:02Z,,the United States,quality; good quality; comfortable; heel,,1;2,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B08K8BLQZJ,B08K8BLQZJ,B08K8BLQZJ,CLOSEMATE 7 Pairs Ankle Athletic Running Socks for Men Women - Comfortable Cotton Cushioned and Anti-Blister,https://www.amazon.com/dp/B081QD3SRJ,R21DGBJU8OR3B2,review,Rudi,the only socks I've owned that actually hurt my feet!,"Great fit, and they *seem good value, but these are the only socks that *actually rub my feet raw*! I've even tried washing them several times, hoping that whatever fibres that cause this would soften up, but no luck. As such, I cannot recommend these for their intended purpose (i.e. athletic use).",,,t,2021-09-21T00:00:00Z,2026-08-11T01:59:28Z,size=9-12; color=7grey,Australia,fit; good value; value,准确,1;3,unsup_v1,v1
amazon,,B0D5HHHSCW,B0D5HHHSCW,B0D5HHHSCW,"CLOSEMATE Bamboo Viscose Thin Ankle Socks for Men Women Non Slip 6 Pairs | Low Cut Fit, Lightweight & Breathable, Soft & Skin-Friendly for Casual, Work, Commuting",https://www.amazon.com/dp/B0DP24GKL5,R21DIV7ER2VA83,review,Lupo,"comfortable lightweight, good summer ankle socks but not the greatest for jogging/heavy sweating","good allrounder for the summer. The black stays black even after washing, elastic holds up very well and doesn't feel tight. They are comfortable, lightweight, and breatheable. I don't feel weighed down by these even after hours outdoors. Never had bamboo viscose socks before but i like them. I am also not detecting any foot odors like i would in all-cotton/ostly cotton sock when taking off my shoes which is a plus. Would have been nice to have just a slight chuschioining at the ankl;e for increased durability and comfort but thats a minor quibble as overall these socks are fine for general use. For jogging or any activities involving you to pull a sweat however they aren't the greatest as I find my foot rubs against the sock and i eventually develop blisters behind my ankle. Tried with my running shoes and tennis shoes and experiences the same result when jogging and playing tennis wheras i had not had this issue with my previous socks.",,,,2024-07-29T00:00:00Z,2026-08-11T13:07:24Z,size=6-9; color=6black,Canada,comfort; tight,,1;2,unsup_v1,v1
amazon,,B0CZ6HHY2J,B0CZ6HHY2J,B0CZ6HHY2J,"CLOSEMATE Mens Ultra-Low No Show Socks 6 Pairs | Low-cut invisible socks with breathable mesh, soft stretch cotton, non-slip grips and a stay put fit for loafers",https://www.amazon.com/dp/B0GTPVHXM2,R21DZDJKOH9AR1,review,L'uomo che scioglieva la colla,Fanno quello che possono,"Non si vedono con nessun paio di scarpe, ma alla lunga tendono a staccarsi dal tallone e diventano fastidiosi, perché vanno rimessi in posizione",,,t,2024-10-25T00:00:00Z,2026-09-03T11:03:53Z,size=9-12; color=6black,Italy,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B08K8BLQZJ,B08K8BLQZJ,B08K8BLQZJ,CLOSEMATE 7 Pairs Ankle Athletic Running Socks for Men Women - Comfortable Cotton Cushioned and Anti-Blister,https://www.amazon.com/dp/B081QD3SRJ,R21FI5SA7CBN10,review,Lewis,2 short,"Only 5 pairs of socks Instead of 7 pairs of socks Delivery driver just left them by the door and legit ,not good is it",,,t,2025-05-12T00:00:00Z,2026-08-11T01:59:28Z,size=7-9; color=7white,the United Kingdom,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B08K8BLQZJ,B08K8BLQZJ,B08K8BLQZJ,CLOSEMATE 7 Pairs Ankle Athletic Running Socks for Men Women - Comfortable Cotton Cushioned and Anti-Blister,https://www.amazon.com/dp/B081QD3SRJ,R21GZGVHB0O9LS,review,jose m,Cómodos,Calzan pequeños,,,t,2025-12-02T00:00:00Z,2026-08-11T01:59:17Z,size=9-12; color=7white,Spain,,,,unsup_v1,v1
amazon,,B0DRFBVJ2H,B0DRFBVJ2H,B0DRFBVJ2H,CLOSEMATE Womens Comfortable Seamless Bras No Underwire V Neck Buttery Soft Push Up Wireless Bralettes for Tshirt,https://www.amazon.com/dp/B0DK79CPXL,R21HFQOANKVPLC,review,Miao,Comodissimo,"Comodissimo, senza sporgenze, ergonomico, leggerissimo, traspirante. Non si sente addosso, vestibilità perfetta",,,,2025-09-14T00:00:00Z,2026-08-12T04:39:32Z,size=Medium; color=Coffee,Italy,,,,unsup_v1,v1
amazon,,B09D745517,B09D745517,B09D745517,"CLOSEMATE 5/10 Pairs Ankle Socks for Men Women Cotton Non Slip Low Cut | Low Cut socks with soft breathable comfort and stretch fit for sneakers,casual shoes,work & daily wear",https://www.amazon.com/dp/B08FX5L8QX,R21HXUPT0RDVUP,review,KMR,Very comfortable.,Pretty good quality and a nice fit.,,,t,2025-10-02T00:00:00Z,2026-08-11T09:00:52Z,size=Medium; color=5black5white,Australia,comfortable; fit; nice fit; quality; good quality,准确,1;2,unsup_v1,v1
amazon,,B0D9YB29BY,B0D9YB29BY,B0D9YB29BY,"CLOSEMATE Mens Dress Crew Socks 6 Pairs | Soft breathable cotton stretch in classic solid colors for suits, office wear and leather shoes and thoughtful gifting",https://www.amazon.com/dp/B0D9W7MW95,R21I17THFT5KTY,review,stephan patten,Great socks,Great socks,5.00,,t,2026-06-01T00:00:00Z,2026-09-03T10:36:34Z,size=12-15; color=3black 3navyblue; number_of_items=6,the United States,great socks; socks great,,1,unsup_v1,v1
amazon,,B0D9XYQJKV,B0D9XYQJKV,B0D9XYQJKV,CLOSEMATE Mens Soccer Grip Socks Anti Slip Silicone Pads Cushioned Breathable for Football Training 3 Pairs,https://www.amazon.com/dp/B0D9XFSX5Z,R21IXOA5ECYCYS,review,Tymoteusz,"Underwalming, better alternatives aviliable.","The socks grip is very weak, and the socks are too thick, for a football socks. Not breathable at all.",,,t,2025-12-08T00:00:00Z,2026-08-12T04:39:24Z,,the Netherlands,,,,unsup_v1,v1
amazon,,B0CBTY2V7Q,B0CBTY2V7Q,B0CBTY2V7Q,"CLOSEMATE 6 Pairs Mens Athletic Ankle Socks Cushioned Running Quarter Socks | Cotton socks with breathable mesh, terry cushion & secure fit for sports, sneakers& daily wear",https://www.amazon.com/dp/B0CBMKG56H,R21JC7HFEWOCB5,review,jim jordan,That the socks fit me . My size is 14.,They said the men’s sock were size 13 to 15. Made in CHINA . They. Wouldn’t fit a a little kid!,1.00,,t,2024-11-02T00:00:00Z,2026-08-10T11:37:45Z,size=12-15; color=2black 2white 2grey,the United States,fit; size; size 13,,2;3,unsup_v1,v1
amazon,,B0DHV87RK4,B0DHV87RK4,B0DHV87RK4,"CLOSEMATE Mens Winter Thermal Crew Socks | Thick Merino wool socks with cushioned comfort, moisture wicking & arch support for hiking, outdoor, work & winter,3 Pairs",https://www.amazon.com/dp/B0DG91Q1HS,R21L84G94C9Y24,review,TIZIANA,Calde ma non troppo!,"Set di 3 paia di calzini di buona qualita senza dubbio Mi spiace andare controcorrente a molte valutazioni entusiaste ma x la mia opinione sono appunto discrete ma non sicuramente ottime! Arrivano fino a meta caviglia e non sotto il ginocchio,sono abbastanza calde x temperature secondo me che si aggirano tra i 4/5 gradi e i 10 gradi non meno X temperature piu basse non le trovo riscaldanti a sufficienza E le sto usando appunto con una decina di gradi attuali... E vado anche in montagna quindi un po di differenza la conosco Al 2/3 lavaggio inoltre hanno fatto pelucchi a non finire..come si vede dalla foto! Non sono proprio tanto entusiasta di questi calzini",,,,2024-11-13T00:00:00Z,2026-08-11T12:47:36Z,size=9-12; color=3lightgrey,Italy,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B0G2XX1W3Q,B0G2XX1W3Q,B0G2XX1W3Q,"CLOSEMATE 6 Pairs Athletic Ankle Socks for Women Soft Cotton Cushioned | Breathable non slip design with soft comfort for running, gym, sneakers & daily wear",https://www.amazon.com/dp/B0F6CPDJLT,R21M5ZQDN1CDT5,review,Did my research,Comfortable Cotton,"My current white ankle socks are wearing out, so I ordered this set of six. I prefer at least 80% cotton in my socks for comfort & wicking, and these are 85%, so I’m happy about that. I like the way the sole, toe, and heel are extra cushioning while the uppers are thinner and breathable. The weave goes a different direct in the arch area, so I can actually feel more support there. All of the transitions throughout the socks are smooth, so there aren’t any lumps or strings to irritate you if you’re sensitive to that. I love how these socks cling to my foot and glide into my shoes easily. I wore them with two different athletic shoes, and the heel stayed up all day. I’m happy to discard my old saggy socks and switch to these that fit like a glove!",5.00,2,,2025-06-27T00:00:00Z,2026-09-02T11:49:56Z,size=8-11; color=6white,the United States,,,,unsup_v1,v1
amazon,,B0H2DKHXHW,B0H2DKHXHW,B0H2DKHXHW,"CLOSEMATE Mens Running Socks Cushioned Ankle Socks Low Cut Athletic 6 Pairs | Running socks with terry cushioning, breathable, arch support & heel tab for golf,gym & daily wear",https://www.amazon.com/dp/B0GGGYD4BS,R21MNHNNTMZ0TM,review,Amazon Customer,GREAT Product!!,Awesome Socks!!! Highly recommend this product...,5.00,,t,2026-07-20T00:00:00Z,2026-08-11T11:45:19Z,size=12-15; color=6 White; number_of_items=6,the United States,,,,unsup_v1,v1
amazon,,B0D5HHHSCW,B0D5HHHSCW,B0D5HHHSCW,"CLOSEMATE Bamboo Viscose Thin Ankle Socks for Men Women Non Slip 6 Pairs | Low Cut Fit, Lightweight & Breathable, Soft & Skin-Friendly for Casual, Work, Commuting",https://www.amazon.com/dp/B0DP24GKL5,R21NLP1WX0NZ80,review,Cala,No lo utilizo.,"Aprietan mucho, he dejado de utilizarlos.",,,t,2025-09-17T00:00:00Z,2026-08-11T13:07:24Z,size=9-12; color=6grey,Spain,,,,unsup_v1,v1
amazon,,B0DRFBVJ2H,B0DRFBVJ2H,B0DRFBVJ2H,CLOSEMATE Womens Comfortable Seamless Bras No Underwire V Neck Buttery Soft Push Up Wireless Bralettes for Tshirt,https://www.amazon.com/dp/B0DK79CPXL,R21O8QH3R6EGXS,review,Jenny Tori,Nice bra,"Nice bra. Soft smooth fabric but still supportive, has stitching on the sides wich pushes you in and has a nice wide band with 3 clasps (comes with an extender). I am usually 38d so i got XL. The band fits slightly loose on me and the cup is ok but could be a bit fuller.",,,t,2025-07-25T00:00:00Z,2026-08-12T04:39:32Z,size=X-Large; color=Black,Australia,soft; cup; wide,,0;2;3,unsup_v1,v1
amazon,,B0GHX778F6,B0GHX72RR4,B0GHX778F6;B0GHX72RR4;B0GHX3D2SL,"CLOSEMATE Mens Athletic Ankle Socks | Cushioned Breathable Socks with Arch Support,Low Cut Tab for Sneakers,Running,Gym Training,Walking and Casual Shoes",https://www.amazon.com/dp/B0GHX778F6,R21R4EAKAEZTP6,review,Amazon Customer,Great product,Very comfortable. Good construction. Love them.,5.00,,t,2026-05-15T00:00:00Z,2026-08-07T10:54:32Z,,,,,,unsup_v1,v1
amazon,,B08KT4XC6B,B08KT4XC6B,B08KT4XC6B,"CLOSEMATE Men's Athletic Crew Socks Cushioned Cotton 6 Pairs | Crew Socks with Breathable Moisture Wicking Comfort for Running, Hiking, Boots, Work & Daily Wear",https://www.amazon.com/dp/B08F3DPX69,R21T41GWS6KSL4,review,River Rebel,Knee high socks?,"These socks are extremely stretchy and way too long. I'm 5'11, and wear a mens 9.5 shoe. I ordered size medium. The heel part of the sock sits up at my ankle, and the socks reach up to my knees. They look and feel ridiculous. Keep looking...",2.00,1,t,2020-04-02T00:00:00Z,2026-08-11T01:44:28Z,size=6-9; color=6black,the United States,wear,,1;2,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B08K8BLQZJ,B08K8BLQZJ,B08K8BLQZJ,CLOSEMATE 7 Pairs Ankle Athletic Running Socks for Men Women - Comfortable Cotton Cushioned and Anti-Blister,https://www.amazon.com/dp/B081QD3SRJ,R21T917ZKT1M6U,review,JR,Too small.,No way these are true to size.,,,t,2024-10-01T00:00:00Z,2026-08-11T01:59:34Z,size=9-12; color=7white,Canada,size,偏小,0,unsup_v1,v1
amazon,,B0CBTY2V7Q,B0CBTY2V7Q,B0CBTY2V7Q,"CLOSEMATE 6 Pairs Mens Athletic Ankle Socks Cushioned Running Quarter Socks | Cotton socks with breathable mesh, terry cushion & secure fit for sports, sneakers& daily wear",https://www.amazon.com/dp/B0CBMKG56H,R21TVTUAKGSWNR,review,Bryan Moran,Socks are exactly what I ordered,Fit is excellent and majority cotton makes a better product. Price is fair as well.,5.00,,t,2026-06-04T00:00:00Z,2026-08-10T11:37:45Z,size=6-9; color=6white,the United States,fit,,2,unsup_v1,v1
amazon,,B0CBTY2V7Q,B0CBTY2V7Q,B0CBTY2V7Q,"CLOSEMATE 6 Pairs Mens Athletic Ankle Socks Cushioned Running Quarter Socks | Cotton socks with breathable mesh, terry cushion & secure fit for sports, sneakers& daily wear",https://www.amazon.com/dp/B0CBMKG56H,R21VKSELCTIE4F,review,Amazon Customer,great,Very Comfortable,5.00,,t,2026-07-28T00:00:00Z,2026-08-10T11:37:45Z,size=9-12; color=6black,the United States,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B0D3X3Q27Z,B0D3X3Q27Z,B0D3X3Q27Z,"CLOSEMATE Mens Athletic Crew Socks Moisture Wicking Cushioned 6 Pairs | Breathable cotton socks with soft cushioning for running, hiking, boots & outdoor sports",https://www.amazon.com/dp/B0CJ2RJ5CC,R21VWIMPQZU1QX,review,Michael File,Comfortable crew socks.,These are amazing crew socks. I have nerve damage in both feet from a spinal injury and these are very comfortable. A great alternative to compression socks. Will by again.,5.00,,t,2025-07-22T00:00:00Z,2026-08-11T01:44:34Z,size=9-12; color=6 White,the United States,,,,unsup_v1,v1
amazon,,B08KT4XC6B,B08KT4XC6B,B08KT4XC6B,"CLOSEMATE Men's Athletic Crew Socks Cushioned Cotton 6 Pairs | Crew Socks with Breathable Moisture Wicking Comfort for Running, Hiking, Boots, Work & Daily Wear",https://www.amazon.com/dp/B08F3DPX69,R21W7DQDXBLIXV,review,GR,Not exactly what I wanted,"Not exactly what I meant to buy. Arrived quickly and they worked well, but too much like REGULAR socks. Need to get the ones that are super thick.",3.00,,t,2025-08-14T00:00:00Z,2026-08-11T01:44:28Z,size=9-12; color=6black,the United States,,,,unsup_v1,v1
amazon,,B0FVSTJ8YY,B0FVSTJ8YY,B0FVSTJ8YY,"CLOSEMATE Mens Winter Thermal Thick Socks | Soft crew socks with brushed lining, moisture wicking & stay-up cuff for cold weather boots, walking & casual wear",https://www.amazon.com/dp/B0FVSTJ8YY,R21WIHYZ7MPEKH,review,mike ruter,Soft and warm,Comfortable and keeps my feet warm. I bought them for bedtime and found that they tend to grab the sheets when I move. Overall they are soft and warm and a good deal.,5.00,,t,2026-01-22T00:00:00Z,2026-08-07T10:54:32Z,,,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B0G2XX1W3Q,B0G2XX1W3Q,B0G2XX1W3Q,"CLOSEMATE 6 Pairs Athletic Ankle Socks for Women Soft Cotton Cushioned | Breathable non slip design with soft comfort for running, gym, sneakers & daily wear",https://www.amazon.com/dp/B0F6CPDJLT,R21XCVZHYAWYHA,review,Prince Adam,Comfortable but Longer Than Expected,"These socks are really comfortable and feel well cushioned, keeping my feet dry during the day. I picked them up thinking they’d be ankle socks, but they actually come up well past the ankle, more like short crew socks. Still a nice quality set, just not quite the length I was expecting.",,,,2025-07-02T00:00:00Z,2026-09-02T11:49:56Z,size=5-8; color=6white,the United Kingdom,,,,unsup_v1,v1
amazon,,B0D9YB29BY,B0D9YB29BY,B0D9YB29BY,"CLOSEMATE Mens Dress Crew Socks 6 Pairs | Soft breathable cotton stretch in classic solid colors for suits, office wear and leather shoes and thoughtful gifting",https://www.amazon.com/dp/B0D9W7MW95,R21XOKNZ9ZCUGG,review,Siem Jaspers,"Design good, but too long","Too long, feel like football sock coming close to the knee",,,t,2025-06-14T00:00:00Z,2026-09-03T10:36:34Z,size=6-9; color=6pairs-black Assorted; number_of_items=6,Belgium,,,1,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B08K8NJ9JK,B08K8NJ9JK,B08K8NJ9JK,CLOSEMATE Mens No Show Socks Thin Cotton Non Slip High Elasticity 6 Pairs,https://www.amazon.com/dp/B07VC34JNK,R21XOL5YTAPYLT,review,Mohammed Jubair Dipto,No Show at all! Good for the price.,"They are comfortable, fits great. I hope they are durable. I ordered size M.",4.00,,t,2021-06-29T00:00:00Z,2026-08-26T15:46:40Z,size=7-10; color=2black2white2grey,the United States,durable; comfortable; size; price,准确,0;2;3;7,unsup_v1,v1
amazon,,B0D5HHHSCW,B0D5HHHSCW,B0D5HHHSCW,"CLOSEMATE Bamboo Viscose Thin Ankle Socks for Men Women Non Slip 6 Pairs | Low Cut Fit, Lightweight & Breathable, Soft & Skin-Friendly for Casual, Work, Commuting",https://www.amazon.com/dp/B0DP24GKL5,R21YT8RA47AC5N,review,TeamBushman,Too Thin for me,"These socks are nice and soft and feel like they breath well but they are just too thin for me. I think that the elastic feels a little stretched and not as tight as my other socks so that was concerning to me. They did not stay in place as well as I hoped either. Granted they are only ankle socks so they don't move too much but still. However, they are priced well for the amount of socks that you get and if you like the thinner socks these would probably be great for you.",3.00,,,2024-08-08T00:00:00Z,2026-08-11T13:07:24Z,,the United States,,,,unsup_v1,v1
amazon,,B0D5HHHSCW,B0D5HHHSCW,B0D5HHHSCW,"CLOSEMATE Bamboo Viscose Thin Ankle Socks for Men Women Non Slip 6 Pairs | Low Cut Fit, Lightweight & Breathable, Soft & Skin-Friendly for Casual, Work, Commuting",https://www.amazon.com/dp/B0DP24GKL5,R220WWO3I6Z8WO,review,Amazon Customer,Excelente producto,Excelente producto,5.00,,t,2025-08-22T00:00:00Z,2026-08-11T13:07:24Z,size=9-12; color=6plainwhite,the United States,,,,unsup_v1,v1
amazon,,B0CZ6HHY2J,B0CZ6HHY2J,B0CZ6HHY2J,"CLOSEMATE Mens Ultra-Low No Show Socks 6 Pairs | Low-cut invisible socks with breathable mesh, soft stretch cotton, non-slip grips and a stay put fit for loafers",https://www.amazon.com/dp/B0GTPVHXM2,R2211537KCHFTM,review,Cliente,Recomendable,Muy buena relación precio calidad. La entrega y presentación del producto muy correcto. Son cómodos y muy transpirables. Recomendable,,,t,2026-07-09T00:00:00Z,2026-09-03T11:03:53Z,size=9-12; color=2black2white2grey,Spain,,,,unsup_v1,v1
amazon,,B09D745517,B09D745517,B09D745517,"CLOSEMATE 5/10 Pairs Ankle Socks for Men Women Cotton Non Slip Low Cut | Low Cut socks with soft breathable comfort and stretch fit for sneakers,casual shoes,work & daily wear",https://www.amazon.com/dp/B08FX5L8QX,R2211CH8YKAY9M,review,E,Great product,Great product,5.00,,t,2026-02-21T00:00:00Z,2026-08-11T09:00:52Z,size=Large; color=10black,the United States,,,,unsup_v1,v1
amazon,,B09D745517,B09D745517,B09D745517,"CLOSEMATE 5/10 Pairs Ankle Socks for Men Women Cotton Non Slip Low Cut | Low Cut socks with soft breathable comfort and stretch fit for sneakers,casual shoes,work & daily wear",https://www.amazon.com/dp/B08FX5L8QX,R221CC1XYFZ1XS,review,Kindle Customer,Socks good,Ankle socks as expected,5.00,,t,2025-07-28T00:00:00Z,2026-08-11T09:00:52Z,size=Large; color=5black5white,the United States,ankle,,0,unsup_v1,v1
amazon,,B0CBTY2V7Q,B0CBTY2V7Q,B0CBTY2V7Q,"CLOSEMATE 6 Pairs Mens Athletic Ankle Socks Cushioned Running Quarter Socks | Cotton socks with breathable mesh, terry cushion & secure fit for sports, sneakers& daily wear",https://www.amazon.com/dp/B0CBMKG56H,R221LH6HGQF2M5,review,Andrew Goode,faulty material - sock not correctly made,I have previously purchased these socks which are great for use in the gym / playing squash. Purchased another couple of sets - the first pair I opened one of the socks had a manufacturing fault - i.e. the material hadnt been machined in - you can see on the image where I have stretched the sock. I opened a second pair and they appear fine. I havent checked the other 10 pairs as I like to keep them wrapped before I need to use Will update review once I hear from manufacturer. Will also try the other new pair in the gym tomorrow to see if they are as comfortable as previous purchases,,,t,2024-02-17T00:00:00Z,2026-08-11T08:18:15Z,size=9-12; color=6white,the United Kingdom,material,,1;3,unsup_v1,v1
amazon,,B0CZ6HHY2J,B0CZ6HHY2J,B0CZ6HHY2J,"CLOSEMATE Mens Ultra-Low No Show Socks 6 Pairs | Low-cut invisible socks with breathable mesh, soft stretch cotton, non-slip grips and a stay put fit for loafers",https://www.amazon.com/dp/B0GTPVHXM2,R2238306Z0UAOH,review,Cliente Amazon,scarsa qualità,"scarsa qualità, non stanno su",,,t,2026-07-10T00:00:00Z,2026-09-03T11:03:53Z,size=9-12; color=6black,Italy,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B08K8BLQZJ,B08K8BLQZJ,B08K8BLQZJ,CLOSEMATE 7 Pairs Ankle Athletic Running Socks for Men Women - Comfortable Cotton Cushioned and Anti-Blister,https://www.amazon.com/dp/B081QD3SRJ,R223C24H6CSB0I,review,Stacey Douglas,Good socks for working out.,"I really like these socks. I like to wear Bombas, but they are costly. I feel that these compare in feel and quality. They are thick but not too thick when exercising. The stretch is good, feels snug on your feet. They look good and feel good on your feet. The wash and dry well, no shriking noted. I ordered white and the multicolored pack.",5.00,1,t,2025-09-11T00:00:00Z,2026-08-11T01:59:11Z,size=9-12; color=7grey,the United States,wear; quality,,0;3,unsup_v1,v1
amazon,,B0D5HHHSCW,B0D5HHHSCW,B0D5HHHSCW,"CLOSEMATE Bamboo Viscose Thin Ankle Socks for Men Women Non Slip 6 Pairs | Low Cut Fit, Lightweight & Breathable, Soft & Skin-Friendly for Casual, Work, Commuting",https://www.amazon.com/dp/B0DP24GKL5,R225AYNIIJXMVN,review,Regina Martínez,"Cómodos, frescos y bien ajustados al pie","Sin frescos y muy cómodos. Ajustan bien el oue. Hoy he estrenado un par y he caminado muy bien con ellos. El calcetín no se retrae en el pie, es decir, la zapatilla ""no se come"" el calcetín, que es lo que más temo. Espero que sean duraderos.",5.00,,t,2026-06-02T00:00:00Z,2026-08-07T08:17:41Z,,,,,,unsup_v1,v1
amazon,,B0CBTY2V7Q,B0CBTY2V7Q,B0CBTY2V7Q,"CLOSEMATE 6 Pairs Mens Athletic Ankle Socks Cushioned Running Quarter Socks | Cotton socks with breathable mesh, terry cushion & secure fit for sports, sneakers& daily wear",https://www.amazon.com/dp/B0CBMKG56H,R225I8ZKQJZIV3,review,Gonad,Much too tight,"Ordered size 14, They cut the circulation off in my toes and barely fit my size 12.5 foot. Not as advertised",,,t,2025-08-01T00:00:00Z,2026-08-10T11:37:45Z,size=12-15; color=6white,Canada,tight; size; foot,偏小,1;2;3,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B0D3X3Q27Z,B0D3X3Q27Z,B0D3X3Q27Z,"CLOSEMATE Mens Athletic Crew Socks Moisture Wicking Cushioned 6 Pairs | Breathable cotton socks with soft cushioning for running, hiking, boots & outdoor sports",https://www.amazon.com/dp/B0CJ2RJ5CC,R226NSG5VTWORX,review,Gianfranco,Calze di cotone,Le calze sono molto ben fatte e non cadono dal polpaccio. Magari sono un poco rigide ma forse devono adattarsi al piede,,,t,2026-01-23T00:00:00Z,2026-08-11T01:44:34Z,size=9-12; color=6 Black Grey,Italy,,,,unsup_v1,v1
amazon,,B0DHV87RK4,B0DHV87RK4,B0DHV87RK4,"CLOSEMATE Mens Winter Thermal Crew Socks | Thick Merino wool socks with cushioned comfort, moisture wicking & arch support for hiking, outdoor, work & winter,3 Pairs",https://www.amazon.com/dp/B0DG91Q1HS,R2279JJ5Q65KDP,review,辛口VINE 普通は★三つ,欧米人サイズ ウールは30% 残りはじん,真冬用の厚手ソックス。 生地厚は普通のソックスの2倍ほどあるので、靴がピッタリの人は要注意。 さらに欧米向けの製品と思われ、Ｍサイズで25-28cm、Ｌサイズは28-32cm。 ただし、欧米人向けなので足首から上は割合に細身に作られている。 自分は27cmだがＬサイズで良かった。（ただし家の中限定で着用） いわゆる「ウール混紡」でウールは30%、残りはアクリル、ナイロン、ポリエステルなど 生地はスムースで履き心地は悪くない。 ただ、混紡でこの価格はちょっとナンセンス。 3足組1500-2000円が適正だろう。,,,,2024-10-27T00:00:00Z,2026-08-11T12:47:36Z,size=9-12; color=3black,Japan,,,,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B0CF53N193,B0CF53N193,B0CF53N193,"CLOSEMATE Mens Ankle Athletic Socks Cushioned Anti-Blister Low cut 6 pairs | Soft combed cotton socks, padded soles & arch support for running daily wear",https://www.amazon.com/dp/B09W34TYZ5,R227AIGS7V5QEN,review,Kindle Customer,Comfy,"Comfy socks, a bit big, I'm right on the changeover point for size though. Moderately padded on the bottom",,,t,2025-07-20T00:00:00Z,2026-08-11T23:35:35Z,size=9-12; color=6 White,Australia,comfy; size,,0;2,unsup_v1,v1
amazon,,B0GHX778F6,B0GHX72RR4,B0GHX778F6;B0GHX72RR4,"CLOSEMATE Mens Athletic Ankle Socks | Cushioned Breathable Socks with Arch Support,Low Cut Tab for Sneakers,Running,Gym Training,Walking and Casual Shoes",https://www.amazon.com/dp/B0GHX778F6,R227LHHEXSHS71,review,Amazon Customer,Brilliant socks,Fantastic quality,5.00,,t,2026-07-05T00:00:00Z,2026-08-07T08:17:41Z,,,,,,unsup_v1,v1
amazon,,B08KT4XC6B,B08KT4XC6B,B08KT4XC6B,"CLOSEMATE Men's Athletic Crew Socks Cushioned Cotton 6 Pairs | Crew Socks with Breathable Moisture Wicking Comfort for Running, Hiking, Boots, Work & Daily Wear",https://www.amazon.com/dp/B08F3DPX69,R227SXO16OOSXH,review,S. R.,useless/too tight,Does not 'breathe' and too confining. Do not buy it.,,,t,2020-11-21T00:00:00Z,2026-08-11T01:44:28Z,size=9-12; color=6white,Canada,tight,偏小,1,unsup_v1,v1
amazon,A3UITLIH0G45Q9,B08K8BLQZJ,B08K8BLQZJ,B08K8BLQZJ,CLOSEMATE 7 Pairs Ankle Athletic Running Socks for Men Women - Comfortable Cotton Cushioned and Anti-Blister,https://www.amazon.com/dp/B081QD3SRJ,R228BRARN8B8PE,review,MDR,Okay,"II expected the tops to be looser, but they weren't. I bought them beause they had loose tops.",,,t,2022-08-09T00:00:00Z,2026-08-11T01:59:23Z,size=9-12; color=7white,Australia,,,,unsup_v1,v1
amazon,,B0CJ2PXZRY,B0D3X3Q27Z,B0CJ2PXZRY,"CLOSEMATE Mens Athletic Crew Socks Moisture Wicking Cushioned 6 Pairs | Breathable cotton socks with soft cushioning for running, hiking, boots & outdoor sports",https://www.amazon.com/dp/B0CJ2PXZRY,R2293RKDCCPX6L,review,KraziKatLadi,Nice sturdy sock with near compression level support.,Nice sturdy thick sock with near compression level support. Would definitely repurchase in the future.,5.00,1,t,2026-05-05T00:00:00Z,2026-08-07T10:54:32Z,,,,,,unsup_v1,v1
